"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 06월 07일","2,015.94","2,029.53","2,031.99","2,014.56","33.35K","-0.73%"
"2017년 06월 05일","2,030.75","2,037.80","2,039.12","2,027.04","25.22K","-0.13%"
"2017년 06월 02일","2,033.37","2,014.19","2,034.02","2,014.19","32.02K","1.46%"
"2017년 06월 01일","2,004.03","2,008.08","2,013.56","1,998.40","25.51K","-0.17%"
"2017년 05월 31일","2,007.35","2,003.26","2,017.91","2,001.34","34.80K","-0.09%"
"2017년 05월 30일","2,009.07","2,029.17","2,029.17","2,000.28","26.37K","-0.90%"
"2017년 05월 29일","2,027.35","2,036.28","2,046.50","2,018.69","23.36K","-0.12%"
"2017년 05월 26일","2,029.87","2,017.93","2,040.62","2,016.18","29.58K","0.64%"
"2017년 05월 25일","2,016.94","2,003.22","2,017.67","1,997.72","23.78K","1.05%"
"2017년 05월 24일","1,995.90","2,001.32","2,004.82","1,993.19","22.46K","0.00%"
"2017년 05월 23일","1,995.81","1,999.35","2,013.89","1,991.30","26.05K","0.16%"
"2017년 05월 22일","1,992.69","1,985.55","1,993.99","1,981.58","24.91K","0.88%"
"2017년 05월 19일","1,975.23","1,978.27","1,982.73","1,972.79","27.32K","-0.32%"
"2017년 05월 18일","1,981.48","1,966.68","1,983.68","1,963.22","29.20K","-0.31%"
"2017년 05월 17일","1,987.59","1,984.55","1,991.85","1,977.73","26.83K","-0.06%"
"2017년 05월 16일","1,988.78","2,000.67","2,003.50","1,978.36","33.44K","0.20%"
"2017년 05월 15일","1,984.84","1,980.65","1,990.25","1,974.86","20.73K","0.30%"
"2017년 05월 12일","1,978.90","1,988.87","1,992.89","1,975.49","25.52K","-0.43%"
"2017년 05월 11일","1,987.39","1,972.25","1,992.35","1,966.70","39.97K","1.07%"
"2017년 05월 10일","1,966.32","1,994.11","2,022.79","1,963.23","49.18K","-1.53%"
"2017년 05월 08일","1,996.97","1,946.18","1,996.97","1,943.94","35.47K","2.75%"
"2017년 05월 04일","1,943.59","1,931.41","1,943.72","1,930.16","22.60K","1.02%"
"2017년 05월 02일","1,923.96","1,916.09","1,933.85","1,914.71","26.70K","1.00%"
"2017년 04월 28일","1,904.90","1,914.92","1,918.74","1,901.84","31.21K","0.16%"
"2017년 04월 27일","1,901.83","1,888.03","1,907.08","1,884.82","31.18K","0.26%"
"2017년 04월 26일","1,896.91","1,893.34","1,899.19","1,890.52","29.85K","0.39%"
"2017년 04월 25일","1,889.62","1,865.44","1,889.83","1,863.81","30.18K","1.39%"
"2017년 04월 24일","1,863.77","1,860.82","1,863.81","1,855.12","22.90K","0.83%"
"2017년 04월 21일","1,848.51","1,843.79","1,856.28","1,840.56","24.31K","0.92%"
"2017년 04월 20일","1,831.57","1,823.97","1,833.68","1,819.42","26.69K","0.35%"
"2017년 04월 19일","1,825.20","1,834.32","1,836.26","1,822.54","23.33K","-0.69%"
"2017년 04월 18일","1,837.92","1,845.29","1,845.96","1,831.01","18.06K","0.05%"
"2017년 04월 17일","1,836.93","1,838.88","1,843.83","1,833.96","16.66K","0.17%"
"2017년 04월 14일","1,833.83","1,835.08","1,838.19","1,825.61","13.37K","-0.64%"
"2017년 04월 13일","1,845.70","1,826.32","1,845.70","1,821.11","22.72K","1.08%"
"2017년 04월 12일","1,826.01","1,825.12","1,827.98","1,819.34","18.12K","0.32%"
"2017년 04월 11일","1,820.26","1,830.28","1,834.55","1,818.77","20.87K","-0.83%"
"2017년 04월 10일","1,835.56","1,842.32","1,842.32","1,830.39","19.78K","-0.44%"
"2017년 04월 07일","1,843.73","1,849.35","1,850.52","1,833.70","23.22K","-0.29%"
"2017년 04월 06일","1,849.03","1,850.72","1,852.43","1,840.99","21.28K","-0.53%"
"2017년 04월 05일","1,858.81","1,859.40","1,861.45","1,844.79","23.60K","-0.03%"
"2017년 04월 04일","1,859.31","1,860.42","1,865.29","1,855.98","18.28K","-0.19%"
"2017년 04월 03일","1,862.94","1,862.26","1,867.69","1,858.66","17.35K","0.35%"
"2017년 03월 31일","1,856.45","1,869.60","1,869.65","1,856.39","21.24K","-0.58%"
"2017년 03월 30일","1,867.24","1,871.49","1,877.15","1,862.78","22.96K","0.01%"
"2017년 03월 29일","1,866.96","1,869.46","1,871.39","1,863.87","28.46K","0.33%"
"2017년 03월 28일","1,860.78","1,867.08","1,869.54","1,856.07","23.08K","0.22%"
"2017년 03월 27일","1,856.70","1,861.69","1,867.59","1,856.05","28.02K","-0.75%"
"2017년 03월 24일","1,870.82","1,875.25","1,885.56","1,866.08","27.49K","-0.40%"
"2017년 03월 23일","1,878.27","1,885.01","1,890.90","1,877.44","28.85K","-0.17%"
"2017년 03월 22일","1,881.42","1,867.30","1,881.49","1,865.43","36.06K","-0.41%"
"2017년 03월 21일","1,889.12","1,868.80","1,892.92","1,868.51","32.31K","1.33%"
"2017년 03월 20일","1,864.28","1,865.05","1,865.26","1,858.84","23.75K","-0.38%"
"2017년 03월 17일","1,871.39","1,857.79","1,871.52","1,854.85","34.85K","0.65%"
"2017년 03월 16일","1,859.34","1,867.80","1,870.01","1,853.93","29.35K","0.70%"
"2017년 03월 15일","1,846.38","1,836.73","1,846.73","1,836.73","25.84K","0.07%"
"2017년 03월 14일","1,845.05","1,832.92","1,846.87","1,831.36","32.89K","1.20%"
"2017년 03월 13일","1,823.11","1,804.98","1,829.18","1,803.73","28.22K","1.30%"
"2017년 03월 10일","1,799.74","1,791.15","1,803.58","1,786.12","23.72K","0.25%"
"2017년 03월 09일","1,795.31","1,802.12","1,803.77","1,794.82","24.08K","-0.17%"
"2017년 03월 08일","1,798.43","1,792.75","1,804.71","1,792.66","26.28K","0.26%"
"2017년 03월 07일","1,793.81","1,784.88","1,797.90","1,782.75","21.38K","0.36%"
"2017년 03월 06일","1,787.30","1,776.30","1,789.45","1,771.35","24.76K","0.38%"
"2017년 03월 03일","1,780.59","1,788.28","1,792.13","1,773.04","25.53K","-1.04%"
"2017년 03월 02일","1,799.24","1,789.01","1,802.34","1,787.73","36.95K","1.37%"
"2017년 02월 28일","1,774.97","1,767.33","1,779.43","1,766.37","27.92K","0.56%"
"2017년 02월 27일","1,765.13","1,775.13","1,776.80","1,763.97","28.10K","-0.67%"
"2017년 02월 24일","1,776.95","1,795.48","1,796.61","1,772.93","28.85K","-1.18%"
"2017년 02월 23일","1,798.14","1,796.12","1,800.35","1,793.22","21.01K","-0.06%"
"2017년 02월 22일","1,799.28","1,797.46","1,801.53","1,793.58","19.60K","0.29%"
"2017년 02월 21일","1,794.11","1,779.90","1,802.79","1,777.95","18.97K","0.84%"
"2017년 02월 20일","1,779.25","1,773.10","1,780.06","1,769.27","18.33K","0.62%"
"2017년 02월 17일","1,768.35","1,758.46","1,769.50","1,758.46","23.74K","-0.04%"
"2017년 02월 16일","1,769.14","1,768.90","1,776.12","1,763.80","26.22K","0.29%"
"2017년 02월 15일","1,764.02","1,756.79","1,769.41","1,752.85","30.75K","0.26%"
"2017년 02월 14일","1,759.47","1,766.09","1,773.44","1,753.70","26.67K","-0.48%"
"2017년 02월 13일","1,768.00","1,767.11","1,768.38","1,762.95","22.80K","-0.15%"
"2017년 02월 10일","1,770.69","1,775.40","1,779.55","1,769.45","29.81K","0.19%"
"2017년 02월 09일","1,767.25","1,771.94","1,777.29","1,765.49","28.32K","-0.14%"
"2017년 02월 08일","1,769.69","1,775.99","1,776.06","1,756.37","25.66K","-0.55%"
"2017년 02월 07일","1,779.46","1,786.29","1,786.30","1,777.67","21.32K","-0.34%"
"2017년 02월 06일","1,785.59","1,795.02","1,797.50","1,780.26","23.72K","0.11%"
"2017년 02월 03일","1,783.65","1,783.74","1,786.62","1,773.24","26.28K","0.22%"
"2017년 02월 02일","1,779.75","1,788.01","1,798.02","1,776.22","27.39K","-0.35%"
"2017년 02월 01일","1,786.09","1,785.96","1,790.53","1,783.34","24.19K","0.39%"
"2017년 01월 31일","1,779.10","1,790.91","1,793.98","1,779.10","26.09K","-1.02%"
"2017년 01월 26일","1,797.36","1,787.12","1,801.77","1,783.81","26.27K","0.92%"
"2017년 01월 25일","1,781.04","1,777.93","1,783.56","1,772.86","26.32K","0.72%"
"2017년 01월 24일","1,768.29","1,770.65","1,774.65","1,760.45","21.44K","0.17%"
"2017년 01월 23일","1,765.34","1,760.60","1,767.85","1,752.13","20.77K","0.34%"
"2017년 01월 20일","1,759.34","1,758.42","1,765.12","1,756.04","17.33K","-0.50%"
"2017년 01월 19일","1,768.25","1,777.44","1,781.33","1,757.67","19.99K","0.51%"
"2017년 01월 18일","1,759.36","1,764.87","1,767.70","1,748.50","20.93K","-0.20%"
"2017년 01월 17일","1,762.97","1,757.51","1,771.77","1,755.20","19.33K","0.47%"
"2017년 01월 16일","1,754.70","1,763.89","1,771.91","1,748.74","24.64K","-0.69%"
"2017년 01월 13일","1,766.89","1,772.84","1,774.63","1,765.64","20.82K","-1.06%"
"2017년 01월 12일","1,785.78","1,774.38","1,785.78","1,771.74","24.74K","0.73%"
"2017년 01월 11일","1,772.89","1,745.30","1,778.81","1,745.19","26.90K","1.84%"
"2017년 01월 10일","1,740.92","1,736.68","1,741.56","1,735.15","21.07K","0.06%"
"2017년 01월 09일","1,739.90","1,735.25","1,745.76","1,733.38","23.55K","0.55%"
"2017년 01월 06일","1,730.33","1,730.19","1,733.43","1,726.45","20.97K","0.56%"
"2017년 01월 05일","1,720.63","1,730.19","1,730.61","1,718.52","31.89K","-0.72%"
"2017년 01월 04일","1,733.08","1,733.85","1,733.92","1,729.20","22.11K","0.03%"
"2017년 01월 03일","1,732.59","1,720.98","1,732.70","1,715.50","22.55K","1.17%"
"2017년 01월 02일","1,712.58","1,706.07","1,718.33","1,701.89","12.80K","0.11%"
"2016년 12월 29일","1,710.64","1,701.73","1,710.69","1,699.79","17.77K","0.21%"
"2016년 12월 28일","1,707.12","1,708.56","1,714.68","1,707.05","18.09K","-1.19%"
"2016년 12월 27일","1,727.68","1,726.83","1,729.74","1,723.13","17.70K","0.25%"
"2016년 12월 26일","1,723.45","1,721.31","1,725.57","1,718.49","15.10K","0.17%"
"2016년 12월 23일","1,720.50","1,726.05","1,727.14","1,718.48","17.62K","-0.27%"
"2016년 12월 22일","1,725.11","1,730.37","1,731.99","1,722.53","20.39K","0.00%"
"2016년 12월 21일","1,725.08","1,736.84","1,741.53","1,725.04","18.84K","-0.13%"
"2016년 12월 20일","1,727.37","1,728.48","1,731.78","1,723.88","15.14K","0.25%"
"2016년 12월 19일","1,723.04","1,721.06","1,732.00","1,720.29","16.35K","-0.12%"
"2016년 12월 16일","1,725.07","1,715.30","1,727.19","1,714.12","28.07K","0.68%"
"2016년 12월 15일","1,713.37","1,706.43","1,718.19","1,706.26","18.21K","-0.43%"
"2016년 12월 14일","1,720.81","1,723.00","1,725.01","1,714.69","19.10K","0.29%"
"2016년 12월 13일","1,715.82","1,707.35","1,716.44","1,705.46","22.94K","0.24%"
"2016년 12월 12일","1,711.71","1,720.32","1,721.55","1,706.18","17.52K","-0.37%"
"2016년 12월 09일","1,717.99","1,720.74","1,721.02","1,713.22","23.08K","-0.37%"
"2016년 12월 08일","1,724.38","1,705.26","1,724.38","1,704.57","33.03K","2.21%"
"2016년 12월 07일","1,687.08","1,685.47","1,691.22","1,683.48","21.66K","0.52%"
"2016년 12월 06일","1,678.43","1,665.76","1,683.09","1,665.76","22.58K","1.41%"
"2016년 12월 05일","1,655.03","1,653.76","1,660.54","1,650.56","15.22K","-0.24%"
"2016년 12월 02일","1,659.01","1,665.39","1,667.85","1,651.93","21.90K","-0.61%"
"2016년 12월 01일","1,669.17","1,672.41","1,674.17","1,667.38","24.08K","0.02%"
"2016년 11월 30일","1,668.76","1,657.28","1,674.61","1,656.10","29.98K","0.81%"
"2016년 11월 29일","1,655.41","1,659.49","1,662.24","1,650.76","20.71K","-0.21%"
"2016년 11월 28일","1,658.93","1,653.99","1,663.49","1,642.33","15.82K","0.44%"
"2016년 11월 25일","1,651.62","1,650.21","1,654.80","1,647.33","12.60K","0.12%"
"2016년 11월 24일","1,649.57","1,653.92","1,656.61","1,644.71","17.96K","-0.49%"
"2016년 11월 23일","1,657.63","1,651.49","1,663.77","1,644.46","30.62K","0.75%"
"2016년 11월 22일","1,645.24","1,631.81","1,648.78","1,628.97","27.19K","1.40%"
"2016년 11월 21일","1,622.59","1,619.37","1,631.23","1,617.14","17.35K","-0.03%"
"2016년 11월 18일","1,623.03","1,624.29","1,626.77","1,616.50","22.02K","0.19%"
"2016년 11월 17일","1,620.01","1,612.74","1,622.42","1,607.67","24.67K","0.18%"
"2016년 11월 16일","1,617.06","1,623.17","1,628.01","1,617.06","25.37K","0.36%"
"2016년 11월 15일","1,611.19","1,619.77","1,624.48","1,611.15","26.72K","-0.37%"
"2016년 11월 14일","1,617.17","1,631.15","1,636.95","1,617.17","24.98K","-1.10%"
"2016년 11월 11일","1,635.11","1,642.49","1,650.03","1,635.11","32.87K","-1.66%"
"2016년 11월 10일","1,662.64","1,654.90","1,662.99","1,645.05","34.97K","2.12%"
"2016년 11월 09일","1,628.08","1,665.93","1,674.80","1,610.35","40.70K","-2.07%"
"2016년 11월 08일","1,662.54","1,669.77","1,670.34","1,655.65","17.69K","0.21%"
"2016년 11월 07일","1,659.07","1,661.28","1,665.55","1,656.48","17.64K","0.74%"
"2016년 11월 04일","1,646.92","1,647.98","1,652.12","1,642.61","17.95K","-0.14%"
"2016년 11월 03일","1,649.26","1,652.03","1,656.56","1,642.43","21.92K","-0.36%"
"2016년 11월 02일","1,655.17","1,661.10","1,665.64","1,651.45","21.49K","-1.08%"
"2016년 11월 01일","1,673.31","1,666.08","1,674.08","1,655.16","21.61K","0.19%"
"2016년 10월 31일","1,670.20","1,665.27","1,673.62","1,662.79","23.63K","0.03%"
"2016년 10월 28일","1,669.74","1,664.93","1,672.58","1,663.85","21.75K","0.26%"
"2016년 10월 27일","1,665.42","1,663.77","1,670.00","1,658.36","21.95K","0.45%"
"2016년 10월 26일","1,658.03","1,672.11","1,672.11","1,649.88","26.56K","-1.11%"
"2016년 10월 25일","1,676.64","1,676.69","1,679.33","1,672.16","26.55K","-0.34%"
"2016년 10월 24일","1,682.32","1,669.82","1,682.32","1,669.46","20.42K","1.00%"
"2016년 10월 21일","1,665.66","1,673.03","1,673.32","1,663.78","19.62K","-0.56%"
"2016년 10월 20일","1,675.10","1,675.20","1,680.54","1,671.05","22.58K","0.07%"
"2016년 10월 19일","1,673.90","1,664.36","1,684.72","1,663.87","28.91K","0.20%"
"2016년 10월 18일","1,670.52","1,659.23","1,671.02","1,658.34","24.97K","0.64%"
"2016년 10월 17일","1,659.94","1,652.29","1,665.58","1,640.61","19.10K","0.74%"
"2016년 10월 14일","1,647.71","1,643.59","1,652.98","1,643.59","21.37K","0.51%"
"2016년 10월 13일","1,639.43","1,651.25","1,655.75","1,638.21","24.31K","-0.63%"
"2016년 10월 12일","1,649.81","1,638.57","1,652.78","1,637.87","25.56K","-0.08%"
"2016년 10월 11일","1,651.15","1,673.80","1,682.86","1,649.81","27.35K","-2.11%"
"2016년 10월 10일","1,686.69","1,676.56","1,689.80","1,667.62","24.23K","-0.16%"
"2016년 10월 07일","1,689.42","1,695.24","1,698.22","1,687.00","21.75K","-0.31%"
"2016년 10월 06일","1,694.60","1,697.01","1,697.60","1,684.02","23.42K","1.23%"
"2016년 10월 05일","1,674.01","1,662.01","1,677.50","1,657.47","20.12K","-0.00%"
"2016년 10월 04일","1,674.04","1,676.87","1,677.41","1,670.18","21.34K","0.74%"
"2016년 09월 30일","1,661.76","1,661.77","1,668.87","1,658.62","25.45K","-0.88%"
"2016년 09월 29일","1,676.51","1,671.32","1,682.02","1,671.32","20.80K","0.81%"
"2016년 09월 28일","1,663.07","1,669.00","1,670.32","1,661.07","19.13K","-0.55%"
"2016년 09월 27일","1,672.27","1,651.10","1,674.48","1,643.77","18.82K","0.69%"
"2016년 09월 26일","1,660.85","1,665.06","1,673.47","1,656.73","13.90K","-0.41%"
"2016년 09월 23일","1,667.67","1,668.35","1,673.57","1,662.68","19.03K","-0.20%"
"2016년 09월 22일","1,671.09","1,671.66","1,683.40","1,669.74","19.16K","0.73%"
"2016년 09월 21일","1,659.05","1,646.46","1,659.66","1,645.97","19.10K","0.57%"
"2016년 09월 20일","1,649.64","1,642.66","1,650.36","1,639.06","19.46K","0.46%"
"2016년 09월 19일","1,642.03","1,626.02","1,647.11","1,624.84","24.70K","0.98%"
"2016년 09월 13일","1,626.06","1,633.64","1,636.74","1,625.45","28.10K","0.73%"
"2016년 09월 12일","1,614.21","1,626.77","1,633.45","1,614.21","27.85K","-3.00%"
"2016년 09월 09일","1,664.06","1,672.75","1,675.09","1,656.97","21.02K","-1.44%"
"2016년 09월 08일","1,688.43","1,686.74","1,691.60","1,678.09","26.31K","0.22%"
"2016년 09월 07일","1,684.65","1,689.24","1,696.53","1,684.57","22.38K","-0.19%"
"2016년 09월 06일","1,687.85","1,672.48","1,689.12","1,671.58","17.91K","0.76%"
"2016년 09월 05일","1,675.05","1,662.32","1,675.71","1,660.87","18.57K","1.25%"
"2016년 09월 02일","1,654.44","1,652.33","1,656.10","1,648.67","19.59K","0.22%"
"2016년 09월 01일","1,650.75","1,643.53","1,651.49","1,636.11","21.12K","-0.43%"
"2016년 08월 31일","1,657.89","1,659.50","1,661.63","1,651.68","24.32K","-0.24%"
"2016년 08월 30일","1,661.84","1,660.70","1,671.53","1,658.44","20.27K","0.36%"
"2016년 08월 29일","1,655.96","1,639.12","1,656.25","1,635.94","22.33K","0.48%"
"2016년 08월 26일","1,648.12","1,648.35","1,652.63","1,641.69","18.41K","-0.58%"
"2016년 08월 25일","1,657.76","1,653.10","1,661.45","1,648.35","21.04K","-0.05%"
"2016년 08월 24일","1,658.52","1,666.97","1,668.85","1,652.71","19.21K","-0.56%"
"2016년 08월 23일","1,667.83","1,662.51","1,669.22","1,658.35","19.82K","0.46%"
"2016년 08월 22일","1,660.20","1,667.52","1,668.25","1,656.72","19.46K","-0.44%"
"2016년 08월 19일","1,667.57","1,662.66","1,667.92","1,658.35","24.17K","0.43%"
"2016년 08월 18일","1,660.41","1,644.72","1,661.44","1,639.32","19.96K","1.22%"
"2016년 08월 17일","1,640.46","1,637.93","1,641.30","1,630.82","16.51K","0.05%"
"2016년 08월 16일","1,639.58","1,642.11","1,651.79","1,639.38","19.84K","0.11%"
"2016년 08월 12일","1,637.76","1,645.44","1,650.50","1,634.61","23.69K","-0.18%"
"2016년 08월 11일","1,640.76","1,633.62","1,640.76","1,627.15","18.37K","0.32%"
"2016년 08월 10일","1,635.50","1,639.84","1,644.32","1,633.08","21.97K","-0.34%"
"2016년 08월 09일","1,641.02","1,632.42","1,644.33","1,629.59","21.28K","0.66%"
"2016년 08월 08일","1,630.19","1,623.28","1,630.19","1,619.07","23.01K","0.78%"
"2016년 08월 05일","1,617.62","1,601.89","1,617.81","1,599.81","20.27K","1.43%"
"2016년 08월 04일","1,594.82","1,601.75","1,603.22","1,591.83","18.47K","0.24%"
"2016년 08월 03일","1,591.06","1,605.09","1,605.35","1,591.06","22.08K","-1.45%"
"2016년 08월 02일","1,614.41","1,620.44","1,622.55","1,612.83","17.16K","-0.81%"
"2016년 08월 01일","1,627.66","1,619.51","1,628.92","1,619.51","21.86K","1.18%"
"2016년 07월 29일","1,608.62","1,613.39","1,622.61","1,608.62","26.53K","-0.06%"
"2016년 07월 28일","1,609.64","1,621.83","1,622.09","1,603.26","23.08K","-0.53%"
"2016년 07월 27일","1,618.20","1,615.88","1,619.77","1,613.30","24.41K","0.03%"
"2016년 07월 26일","1,617.75","1,601.07","1,617.75","1,598.88","27.65K","0.84%"
"2016년 07월 25일","1,604.22","1,597.78","1,607.06","1,596.24","28.46K","0.49%"
"2016년 07월 22일","1,596.37","1,592.23","1,600.15","1,589.75","21.02K","-0.25%"
"2016년 07월 21일","1,600.33","1,604.77","1,606.15","1,595.68","19.51K","-0.14%"
"2016년 07월 20일","1,602.53","1,601.31","1,602.62","1,591.76","19.57K","-0.22%"
"2016년 07월 19일","1,606.04","1,609.38","1,609.93","1,599.68","19.03K","-0.19%"
"2016년 07월 18일","1,609.15","1,605.93","1,609.15","1,599.62","15.71K","0.23%"
"2016년 07월 15일","1,605.44","1,600.19","1,609.11","1,596.12","24.01K","0.64%"
"2016년 07월 14일","1,595.17","1,587.46","1,596.48","1,584.09","21.81K","0.30%"
"2016년 07월 13일","1,590.32","1,590.26","1,595.63","1,578.56","24.60K","1.02%"
"2016년 07월 12일","1,574.19","1,578.08","1,583.34","1,571.54","18.78K","-0.07%"
"2016년 07월 11일","1,575.26","1,566.73","1,579.08","1,565.61","21.93K","1.44%"
"2016년 07월 08일","1,552.85","1,557.12","1,564.66","1,548.71","24.66K","-0.37%"
"2016년 07월 07일","1,558.55","1,548.01","1,561.42","1,544.55","17.18K","1.19%"
"2016년 07월 06일","1,540.22","1,564.34","1,566.87","1,533.59","25.65K","-2.25%"
"2016년 07월 05일","1,575.66","1,581.76","1,582.87","1,574.07","16.30K","-0.35%"
"2016년 07월 04일","1,581.12","1,573.33","1,583.36","1,570.10","18.39K","0.50%"
"2016년 07월 01일","1,573.24","1,560.02","1,580.61","1,559.38","20.31K","1.14%"
"2016년 06월 30일","1,555.47","1,552.81","1,557.77","1,542.76","28.59K","0.93%"
"2016년 06월 29일","1,541.09","1,536.18","1,550.54","1,532.79","21.88K","0.80%"
"2016년 06월 28일","1,528.82","1,510.85","1,532.00","1,510.85","23.67K","0.15%"
